にゅうぼう,乳房,名詞,1
にゅうもんしょ,入門書,名詞,0
にょうかん,尿管,名詞,0
にょうまく,尿膜,名詞,1
ぬくれおちど,ヌクレオチド,名詞,1
ねんきん,粘菌,名詞,0
ねんぶたーる,ネンブタール,名詞,1
のうえん,脳炎,名詞,0
のうかすいたい,脳下垂体,名詞,0
のうかん,脳幹,名詞,1
のうし,脳死,サ行(する)&名詞,0
のうしょう,脳漿,名詞,0
のうない,脳内,名詞,1
のうよう,膿瘍,名詞,1
のうりょう,脳梁,名詞,0
のとばいおーと,ノトバイオート,名詞,1
はい,胚,名詞,0
はいぐうし,配偶子,名詞,1
はいけつしょう,敗血症,名詞,1
はいせつ,排泄,サ行(する)&名詞,1
はいそく,背側,名詞,1
はいばんほう,胚盤胞,名詞,1
はいほう,肺胞,名詞,0
はいよう,胚葉,名詞,1
はいらん,排卵,名詞,0
はくせんきん,白癬菌,名詞,0
はくどう,拍動,名詞,1
はくまく,白膜,名詞,1
はくり,白痢,名詞,1
はこう,跛行,サ行(する)&名詞,1
はしょうふう,破傷風,名詞,0
はちゅうるい,爬虫類,名詞,0
はっしょう,発症,サ行(する)&名詞,1
はつわ,発話,サ行(する)&名詞,1
はんきかん,半規管,名詞,0
はんしょくち,繁殖地,名詞,0
はんすう,反芻,サ行(する)&名詞,1
はんとうまく,半透膜,名詞,1
ばいせい,媒精,名詞,1
ばいち,培地,名詞,1
ばいようえき,培養液,名詞,1
ばっきょ,抜去,名詞,1
ぱらふぃん,パラフィン,名詞,1
ひしゅ,脾腫,名詞,1
ひすとん,ヒストン,名詞,1
ひぞう,脾臓,名詞,0
ひっぱつ,必発,サ行(する)&名詞,1
ひにゅう,泌乳,名詞,1
ひもう,被毛,名詞,1
ひょうしき,標識,サ行(する)&名詞,1
ひょうりょう,秤量,名詞,1
ひんしもく,貧歯目,名詞,0
ひんみゃく,頻脈,名詞,0
びーか,ビーカ,名詞,1
びーかー,ビーカー,名詞,1
びきょう,鼻鏡,名詞,1
びくう,鼻腔,名詞,1
びじゅう,鼻汁,名詞,1
びそく,尾側,名詞,1
びぶ,尾部,名詞,1
びょうたい,病態,名詞,1
びょうりがく,病理学,名詞,1
びらん,糜爛,サ行(する)&名詞,1
びんご,ビンゴ,サ行(する)&名詞,0
ぴぺっと,ピペット,名詞,1
ぴるびんさん,ピルビン酸,名詞,1
ぴんせっと,ピンセット,名詞,1
ふぃらめんと,フィラメント,名詞,1
ふうかん,風乾,名詞,1
ふうにゅう,封入,サ行(する)&名詞,1
ふうび,風靡,サ行(する)&名詞,0
ふぉーじ,フォージ,名詞,1
ふか,孵化,サ行(する)&名詞,0
ふかつか,不活化,名詞,1
ふくくう,腹腔,名詞,1
ふくじん,副腎,名詞,0
ふくすい,腹水,名詞,0
ふくそく,腹側,名詞,1
ふくびこう,副鼻腔,名詞,0
ふくぶ,腹部,名詞,1
ふしゅ,浮腫,名詞,0
ふそびょう,腐蛆病,名詞,1
ふぞくご,付属語,名詞,0
ふっか,フッ化,サ行(する)&名詞,1
ふにん,不妊,名詞,1
ふへん,父片,名詞,1
ふらぐめんと,フラグメント,名詞,2
ふるおろぐらふぃー,フルオログラフィー,名詞,1
ふろーら,フローラ,名詞,1
ふんそく,吻側,名詞,1
ふんむ,噴霧,サ行(する)&名詞,1
ぶんあつ,分圧,名詞,1
ぶんかく,分画,サ行(する)&名詞,1
ぶんちゅう,分注,サ行(する)&名詞,1
ぶんぴ,分泌,サ行(する)&名詞,0
ぷらすみど,プラスミド,名詞,1
ぷらんくとん,プランクトン,名詞,0
ぷれいんきゅべーしょん,プレインキュベーション,サ行(する)&名詞,1
ぷろーぶ,プローブ,名詞,1
ぷろじぇすてろん,プロジェステロン,名詞,1
ぷろすたぐらんでぃん,プロスタグランディン,名詞,1
ぷろらくちん,プロラクチン,名詞,1
へいし,斃死,サ行(する)&名詞,1
へもぐろびん,ヘモグロビン,名詞,1
へりっくす,ヘリックス,名詞,1
へんせい,変性,サ行(する)&名詞,1
へんとう,扁桃,名詞,1
べんもう,鞭毛,名詞,1
ぺとりさら,ペトリ皿,名詞,1
ぺにす,ペニス,名詞,1
ぺぷちど,ペプチド,名詞,1
ほうじょうきたい,胞状奇胎,名詞,0
ほうそう,疱瘡,名詞,1
ほこうそ,補酵素,名詞,1
ほこり,埃,名詞,0
ほしょく,捕食,名詞,0
ほたい,補体,名詞,1
ほっせき,発赤,サ行(する)&名詞,1
ほてい,保定,名詞,1
ほにゅう,哺乳,名詞,0
ほにゅうるい,哺乳類,名詞,0
ほもげないず,ホモゲナイズ,名詞,1
ほもじぇねーと,ホモジェネート,名詞,1
ほるまりん,ホルマリン,名詞,1
ぼうか,膨化,名詞,1
ぼうけん,剖検,サ行(する)&名詞,1
ぽりぺぷちどさ,ポリペプチド鎖,名詞,1
まいこぷらずま,マイコプラズマ,名詞,1
まにぴゅれーしょん,マニピュレーション,サ行(する)&名詞,1
まひ,麻痺,サ行(する)&名詞,1
みえりん,ミエリン,名詞,1
みつまた,三椏,名詞,0
みゅーたんと,ミュータント,名詞,1
むきん,無菌,名詞,1
めちる,メチル,サ行(する)&名詞,1
めっきん,滅菌,サ行(する)&名詞,0
もうようたい,毛様体,名詞,1
もくほん,木本,名詞,0
もにたりんぐ,モニタリング,サ行(する)&名詞,4
もんし,門歯,名詞,0
やくり,薬理,名詞,1
やけい,野鶏,名詞,1
やと,野兎,名詞,1
ゆうき,誘起,サ行(する)&名詞,1
ゆうせい,雄性,名詞,1
ゆうたいばんるい,有胎盤類,名詞,0
ゆうたいるい,有袋類,名詞,0
ゆせいかん,輸精管,名詞,1
よう,癰,名詞,1
ようか,蛹化,サ行(する)&名詞,0
ようけつ,溶血,サ行(する)&名詞,1
ようじゃく,幼若,名詞,1
ようすい,羊水,名詞,0
ようまく,羊膜,名詞,1
ようりょくそ,葉緑素,名詞,0
らくもいど,ラクモイド,名詞,1
らし,裸子,名詞,0
らんおうのう,卵黄嚢,名詞,1
らんかく,卵殻,名詞,0
らんかつ,卵割,名詞,1
らんかん,卵管,名詞,1
らんかんさい,卵管采,名詞,1
らんきゅう,卵丘,名詞,1
らんぽう,卵胞,名詞,1
りかん,罹患,サ行(する)&名詞,1
りがんど,リガンド,名詞,1
りせぷた,リセプタ,名詞,1
りぼぞーむ,リボゾーム,名詞,1
りょうせいるい,両生類,名詞,0
りょうそく,両側,名詞,1
りらきしん,リラキシン,名詞,1
りんぱ,リンパ,名詞,1
るいしょう,類症,名詞,1
るえん,流涎,名詞,1
ろし,ろ紙,名詞,1
ろし,濾紙,名詞,1
わしゃ,話者,名詞,1
くりはま,久里浜,固有名詞,0
あーかいば,アーカイバ,名詞,1
あーかいぶ,アーカイブ,サ行(する)&名詞,8
